date,year,month,month_name,day,day_of_week,city,crop,market_id,min_price,max_price,weight_kg,min_price_per_kg,max_price_per_kg,avg_price_per_kg,price_range_per_kg,temperature_c,rainfall_mm,weather_condition,inflation_rate_percent,fuel_type,old_price,new_price,fuel_price_change,market_category,supply_status,demand_level,vendor_type,latitude,longitude,season,price_status,price_outlier_flag
8/24/2021,2021,8,August,24,Tuesday,peshawar,onion,522,65.04,71.68,5,65.04,71.68,68.36,6.64,28.63,0,normal,9.5,unknown,53.75,71.7,17.95,open_market,high,unknown,middleman,34.02,71.52,summer,above_fair_price,normal
8/25/2021,2021,8,August,25,Wednesday,multan,wheat,737,116.96,142.66,10,116.96,142.66,129.81,25.7,37.01,0,hot,9.5,unknown,88.5,117.88,29.38,farmer_market,unknown,high,unknown,30.16,69.02,summer,above_fair_price,normal
8/26/2021,2021,8,August,26,Thursday,karachi,onion,401,65.64,72.34,10,65.64,72.34,68.99,6.7,27.77,0,normal,9.5,unknown,56.99,74.74,17.75,wholesale,unknown,low,cooperative,29.64,74.45,summer,above_fair_price,normal
8/26/2021,2021,8,August,26,Thursday,lahore,rice,lah_ric_20210826,151.02,166.43,50,151.02,166.43,158.725,15.41,33.86,1.42,normal,9.5,petrol,147.17,178.24,31.07,farmer_market,high,high,unknown,28.69,74.36,summer,below_fair_price,normal
8/26/2021,2021,8,August,26,Thursday,lahore,tomato,728,86.87,95.73,20,86.87,95.73,91.3,8.86,33.86,0.08,normal,9.5,unknown,88.5,96.81,8.31,unknown,low,unknown,middleman,33.35,62.75,summer,below_fair_price,normal
8/27/2021,2021,8,August,27,Friday,islamabad,wheat,798,104.72,115.41,20,104.72,115.41,110.065,10.69,30.95,1.42,normal,9.5,unknown,103.47,121.08,17.61,local_market,unknown,unknown,vendor,33.68,73.05,summer,below_fair_price,normal
8/27/2021,2021,8,August,27,Friday,lahore,potato,lah_pot_20210827,50.45,55.6,50,50.45,55.6,53.025,5.15,34.24,0.35,normal,9.5,unknown,48.2,55.75,7.55,middleman_market,unknown,unknown,unknown,31.52,72.24,summer,below_fair_price,normal
8/27/2021,2021,8,August,27,Friday,lahore,wheat,548,116.34,142.7,100,116.34,142.7,129.52,26.36,34.24,0.35,normal,9.5,unknown,88.5,105.72,17.22,unknown,low,unknown,unknown,34.86,74.36,summer,below_fair_price,normal
8/27/2021,2021,8,August,27,Friday,multan,wheat,851,107.07,118,100,107.07,118,112.535,10.93,35.91,0,hot,9.5,unknown,99.39,119.63,20.24,open_market,unknown,unknown,retailer,32.05,65.51,summer,below_fair_price,normal
8/27/2021,2021,8,August,27,Friday,peshawar,tomato,450,87.1,95.98,20,87.1,95.98,91.54,8.88,27.68,1.42,normal,9.5,unknown,88.5,105.72,17.22,middleman_market,medium,medium,unknown,34.02,71.52,summer,below_fair_price,normal
8/28/2021,2021,8,August,28,Saturday,karachi,onion,kar_oni_20210828,67.63,74.54,10,67.63,74.54,71.085,6.91,28.15,0,normal,9.5,unknown,65.88,105.72,39.84,wholesale,low,low,wholesaler,24.86,67,summer,above_fair_price,normal
8/28/2021,2021,8,August,28,Saturday,karachi,rice,799,155.2,171.04,1,155.2,171.04,163.12,15.84,28.15,0,normal,9.5,unknown,152.78,174.93,22.15,retail,medium,unknown,vendor,24.86,63.66,summer,above_fair_price,capped
8/28/2021,2021,8,August,28,Saturday,karachi,wheat,kar_whe_20210828,112.18,143.32,50,112.18,143.32,127.75,31.14,28.15,0,normal,9.5,unknown,95.34,114.31,18.97,farmer_market,medium,low,unknown,24.86,67,summer,below_fair_price,normal
8/28/2021,2021,8,August,28,Saturday,lahore,tomato,lah_tom_20210828,85.57,94.3,5,85.57,94.3,89.935,8.73,33.1,1.42,normal,9.5,unknown,88.5,94.78,6.28,farmer_market,medium,low,retailer,27.93,62.48,summer,above_fair_price,normal
8/28/2021,2021,8,August,28,Saturday,multan,rice,mul_ric_20210828,156,171.92,50,156,171.92,163.96,15.92,35.65,0,hot,9.5,unknown,155.5,105.72,-6.05,wholesale,low,unknown,unknown,34.62,71.52,summer,below_fair_price,normal
8/28/2021,2021,8,August,28,Saturday,peshawar,rice,956,161.64,178.14,25,161.64,178.14,169.89,16.5,26.54,1.42,rainy,9.5,unknown,160.84,179.26,18.42,local_market,medium,unknown,cooperative,26.86,64.75,summer,below_fair_price,normal
8/29/2021,2021,8,August,29,Sunday,islamabad,wheat,251,110.02,121.25,50,110.02,121.25,115.635,11.23,27.64,1.42,rainy,9.5,petrol,103.2,122.8,19.6,cooperative,low,medium,unknown,33.21,72.49,summer,below_fair_price,normal
8/29/2021,2021,8,August,29,Sunday,lahore,potato,lah_pot_20210829,48.25,53.18,10,48.25,53.18,50.715,4.93,30.23,1.42,normal,9.5,diesel,45.53,55.98,10.45,unknown,unknown,medium,wholesaler,29.23,74.36,summer,above_fair_price,normal
8/29/2021,2021,8,August,29,Sunday,lahore,wheat,614,104.68,115.36,50,104.68,115.36,110.02,10.68,30.23,0.81,normal,9.5,petrol,95.72,105.72,10,farmer_market,medium,low,small_farmer,31.52,74.36,summer,below_fair_price,normal
8/29/2021,2021,8,August,29,Sunday,multan,potato,mul_pot_20210829,49.6,54.66,20,49.6,54.66,52.13,5.06,36.08,0.08,hot,9.5,diesel,44.26,105.72,49.31,wholesale,low,low,small_farmer,24.35,71.52,summer,below_fair_price,normal
8/29/2021,2021,8,August,29,Sunday,peshawar,potato,pes_pot_20210829,49.49,54.54,20,49.49,54.54,52.015,5.05,25.97,1.42,normal,9.5,unknown,38.86,60.7,21.84,farmer_market,unknown,unknown,unknown,34.02,71.52,summer,below_fair_price,normal
8/29/2021,2021,8,August,29,Sunday,peshawar,wheat,599,103.16,113.69,1,103.16,113.69,108.425,10.53,28.16,1.42,normal,9.5,unknown,100.14,113.73,13.59,wholesale,low,medium,middleman,34.02,73.65,summer,above_fair_price,capped
8/30/2021,2021,8,August,30,Monday,islamabad,onion,487,65.91,72.64,20,65.91,72.64,69.275,6.73,27.46,1.42,rainy,9.5,unknown,64.41,76.7,12.29,unknown,medium,low,unknown,29.65,61.88,summer,below_fair_price,normal
8/30/2021,2021,8,August,30,Monday,multan,rice,mul_ric_20210830,159.46,175.74,20,159.46,175.74,167.6,16.28,36.46,1.42,hot,9.5,unknown,158.31,177.51,19.2,unknown,high,high,unknown,25.82,70.74,summer,below_fair_price,normal
8/30/2021,2021,8,August,30,Monday,multan,tomato,700,85.66,94.4,100,85.66,94.4,90.03,8.74,36.46,1.42,hot,9.5,unknown,81.02,100.5,19.48,wholesale,low,medium,unknown,30.16,71.52,summer,below_fair_price,normal
8/31/2021,2021,8,August,31,Tuesday,multan,potato,628,51.74,57.02,100,51.74,57.02,54.38,5.28,32.87,1.42,normal,9.5,unknown,47.17,59.91,12.74,unknown,unknown,low,middleman,29.5,68.57,summer,below_fair_price,normal
8/31/2021,2021,8,August,31,Tuesday,multan,wheat,337,115.19,142.66,100,115.19,142.66,128.925,27.47,32.87,0.21,normal,9.5,unknown,100.12,118.41,18.29,farmer_market,high,high,middleman,34.41,63.02,summer,below_fair_price,normal
9/1/2021,2021,9,September,1,Wednesday,karachi,tomato,kar_tom_20210901,92.03,101.42,25,92.03,101.42,96.725,9.39,29.92,1.01,normal,9.5,unknown,88.5,108.2,19.7,wholesale,low,unknown,middleman,24.86,64.96,autumn,below_fair_price,normal
9/1/2021,2021,9,September,1,Wednesday,lahore,onion,863,63.31,69.77,5,63.31,69.77,66.54,6.46,30.11,1.42,normal,9.5,unknown,88.5,105.72,17.22,wholesale,unknown,low,unknown,31.52,71.44,autumn,above_fair_price,normal
9/1/2021,2021,9,September,1,Wednesday,lahore,tomato,494,92.56,102.01,100,92.56,102.01,97.285,9.45,30.11,0.51,normal,9.5,unknown,91.39,107.1,15.71,unknown,low,medium,retailer,31.52,74.36,autumn,below_fair_price,normal
9/2/2021,2021,9,September,2,Thursday,islamabad,wheat,870,108.57,119.65,5,108.57,119.65,114.11,11.08,27.14,0,normal,9.5,diesel,107.43,127.14,19.71,middleman_market,medium,unknown,unknown,33.68,73.05,autumn,above_fair_price,normal
9/2/2021,2021,9,September,2,Thursday,karachi,onion,124,64.38,70.95,50,64.38,70.95,67.665,6.57,30.15,1.42,normal,9.5,unknown,61.97,83.19,21.22,retail,unknown,low,small_farmer,24.86,67,autumn,below_fair_price,normal
9/2/2021,2021,9,September,2,Thursday,lahore,potato,lah_pot_20210902,65.54,72.22,20,65.54,72.22,68.88,6.68,17.27,0,normal,9.5,unknown,61.46,74.18,12.72,unknown,low,low,retailer,31.52,74.36,autumn,below_fair_price,normal
9/2/2021,2021,9,September,2,Thursday,peshawar,rice,pes_ric_20210902,155.55,171.42,20,155.55,171.42,163.485,15.87,26.43,0,normal,9.5,diesel,88.5,105.72,17.22,middleman_market,low,high,unknown,31.63,68.19,autumn,below_fair_price,normal
9/3/2021,2021,9,September,3,Friday,islamabad,rice,isl_ric_20210903,160.22,176.57,100,160.22,176.57,168.395,16.35,27.53,0.05,normal,9.5,unknown,156.32,181.79,25.47,wholesale,low,medium,unknown,31.2,68.93,autumn,below_fair_price,normal
9/3/2021,2021,9,September,3,Friday,karachi,potato,926,52.11,57.43,100,52.11,57.43,54.77,5.32,28.03,1.42,rainy,9.5,unknown,42.51,57.94,15.43,local_market,low,high,cooperative,30.17,67,autumn,below_fair_price,normal
9/3/2021,2021,9,September,3,Friday,karachi,tomato,909,85.24,93.94,50,85.24,93.94,89.59,8.7,28.69,1.42,rainy,9.5,unknown,79.43,101.59,22.16,unknown,unknown,medium,middleman,35.72,69.29,autumn,below_fair_price,normal
9/3/2021,2021,9,September,3,Friday,lahore,onion,385,65.25,71.91,10,65.25,71.91,68.58,6.66,29.03,1.42,normal,9.5,unknown,60.28,73.43,13.15,farmer_market,high,medium,unknown,28.47,62.18,autumn,above_fair_price,normal
9/3/2021,2021,9,September,3,Friday,lahore,potato,231,48.64,53.61,20,48.64,53.61,51.125,4.97,29.03,1.42,normal,9.5,unknown,43.1,60.77,17.67,local_market,low,unknown,vendor,31.52,74.11,autumn,below_fair_price,normal
9/3/2021,2021,9,September,3,Friday,multan,onion,257,69.34,76.41,10,69.34,76.41,72.875,7.07,32.89,0.7,normal,9.5,unknown,67.62,82.32,14.7,retail,low,high,middleman,30.16,71.52,autumn,above_fair_price,normal
9/3/2021,2021,9,September,3,Friday,multan,wheat,706,97.4,107.34,10,97.4,107.34,102.37,9.94,24.09,0,normal,9.5,unknown,96.91,112.48,15.57,farmer_market,unknown,low,unknown,25.7,66.03,autumn,above_fair_price,normal
9/4/2021,2021,9,September,4,Saturday,islamabad,potato,isl_pot_20210904,49.72,54.79,20,49.72,54.79,52.255,5.07,27.45,0.85,normal,9.5,unknown,48.41,64.58,16.17,unknown,unknown,unknown,unknown,33.68,66.18,autumn,below_fair_price,normal
9/4/2021,2021,9,September,4,Saturday,islamabad,tomato,977,91.62,100.97,20,91.62,100.97,96.295,9.35,27.45,0.85,normal,9.5,unknown,87.92,113.31,25.39,open_market,high,unknown,unknown,25.95,73.05,autumn,below_fair_price,normal
9/4/2021,2021,9,September,4,Saturday,islamabad,wheat,716,100.98,111.29,5,100.98,111.29,106.135,10.31,26.82,0.85,normal,9.5,unknown,88.5,111.57,23.06,middleman_market,unknown,unknown,small_farmer,33.68,68.53,autumn,above_fair_price,normal
9/4/2021,2021,9,September,4,Saturday,lahore,tomato,970,86.82,95.68,100,86.82,95.68,91.25,8.86,30.29,0.78,normal,9.5,unknown,85.98,98.52,12.54,middleman_market,unknown,high,unknown,31.52,74.36,autumn,below_fair_price,normal
9/4/2021,2021,9,September,4,Saturday,multan,tomato,842,93.01,102.5,5,93.01,102.5,97.755,9.49,33.95,0.07,normal,9.5,unknown,82.95,106.21,23.26,wholesale,unknown,medium,unknown,30.16,62.22,autumn,above_fair_price,normal
9/4/2021,2021,9,September,4,Saturday,peshawar,onion,390,67.64,74.54,20,67.64,74.54,71.09,6.9,26.91,0.02,normal,9.5,unknown,64.61,82.38,17.77,open_market,low,unknown,unknown,34.02,71.52,autumn,below_fair_price,normal
9/5/2021,2021,9,September,5,Sunday,islamabad,rice,759,152.65,168.22,10,152.65,168.22,160.435,15.57,28.19,0.16,normal,9.5,unknown,147.4,168.72,21.32,farmer_market,unknown,low,wholesaler,33.68,74.83,autumn,above_fair_price,normal
9/5/2021,2021,9,September,5,Sunday,karachi,onion,765,66.86,73.69,20,66.86,73.69,70.275,6.83,28.03,1.42,normal,9.5,unknown,64.35,75.76,11.41,local_market,high,unknown,small_farmer,33.03,67,autumn,below_fair_price,normal
9/5/2021,2021,9,September,5,Sunday,karachi,potato,107,52.11,57.42,100,52.11,57.42,54.765,5.31,28.42,1.42,normal,9.5,unknown,50.9,59.04,8.14,retail,low,unknown,cooperative,24.86,64.3,autumn,below_fair_price,normal
9/5/2021,2021,9,September,5,Sunday,multan,potato,203,47.67,81.63,50,47.67,81.63,64.65,33.96,32.89,0,normal,9.5,petrol,44.38,105.72,49.31,farmer_market,unknown,unknown,unknown,30.95,71.52,autumn,below_fair_price,normal
9/5/2021,2021,9,September,5,Sunday,peshawar,rice,pes_ric_20210905,155.72,171.61,10,155.72,171.61,163.665,15.89,27.5,0,normal,9.5,petrol,150.09,174.14,24.05,farmer_market,medium,medium,unknown,36.53,71.52,autumn,above_fair_price,normal
9/6/2021,2021,9,September,6,Monday,islamabad,onion,613,70.1,77.26,50,70.1,77.26,73.68,7.16,28.91,0.35,normal,9.5,unknown,68.39,79.16,10.77,wholesale,high,high,unknown,28.56,73.05,autumn,below_fair_price,normal
9/6/2021,2021,9,September,6,Monday,karachi,rice,154,163.33,179.99,100,163.33,179.99,171.66,16.66,28.65,0.91,normal,9.5,petrol,161.1,181.98,20.88,unknown,low,unknown,unknown,24.86,67,autumn,below_fair_price,normal
9/6/2021,2021,9,September,6,Monday,karachi,tomato,921,90.52,99.76,10,90.52,99.76,95.14,9.24,28.65,0.02,normal,9.5,unknown,88.5,100.78,12.28,unknown,low,unknown,middleman,29.77,67,autumn,above_fair_price,normal
9/6/2021,2021,9,September,6,Monday,karachi,wheat,309,103.3,113.84,25,103.3,113.84,108.57,10.54,28.65,0.91,normal,9.5,unknown,96.8,115.67,18.87,middleman_market,medium,low,middleman,24.86,61.77,autumn,below_fair_price,normal
9/7/2021,2021,9,September,7,Tuesday,islamabad,potato,639,48.1,53.01,25,48.1,53.01,50.555,4.91,28.91,1.42,normal,9.5,unknown,46.57,61.19,14.62,middleman_market,low,unknown,vendor,24.43,65.9,autumn,below_fair_price,normal
9/7/2021,2021,9,September,7,Tuesday,lahore,onion,917,66.97,73.8,1,66.97,73.8,70.385,6.83,32.1,0.51,normal,9.5,unknown,63.67,78.96,15.29,retail,unknown,high,wholesaler,32.25,74.36,autumn,above_fair_price,capped
9/7/2021,2021,9,September,7,Tuesday,multan,potato,260,48.35,81.63,1,48.35,81.63,64.99,33.28,37.23,0.07,hot,9.5,unknown,43.09,105.72,49.31,open_market,unknown,medium,unknown,33.86,62.3,autumn,above_fair_price,capped
9/7/2021,2021,9,September,7,Tuesday,multan,rice,218,157.71,173.81,1,157.71,173.81,165.76,16.1,37.23,0.07,hot,9.5,unknown,144.99,105.72,-6.05,farmer_market,unknown,medium,small_farmer,30.16,74.7,autumn,above_fair_price,capped
9/8/2021,2021,9,September,8,Wednesday,islamabad,onion,668,69.85,76.98,50,69.85,76.98,73.415,7.13,26.82,0.16,normal,9.5,unknown,88.5,105.72,17.22,open_market,high,low,unknown,33.68,63.74,autumn,below_fair_price,normal
9/8/2021,2021,9,September,8,Wednesday,islamabad,tomato,137,89.77,98.93,1,89.77,98.93,94.35,9.16,27.41,1.42,rainy,9.5,diesel,88.5,105.72,17.22,wholesale,unknown,high,middleman,34.27,71.38,autumn,above_fair_price,capped
9/8/2021,2021,9,September,8,Wednesday,karachi,tomato,kar_tom_20210908,86.25,95.05,10,86.25,95.05,90.65,8.8,28.87,0.4,normal,9.5,diesel,88.5,104.66,16.16,wholesale,medium,unknown,middleman,33.68,67,autumn,above_fair_price,normal
9/8/2021,2021,9,September,8,Wednesday,lahore,wheat,lah_whe_20210908,101.63,112,100,101.63,112,106.815,10.37,31.07,1.42,normal,9.5,unknown,101.3,113.83,12.53,farmer_market,unknown,high,retailer,30.54,65.41,autumn,below_fair_price,normal
9/8/2021,2021,9,September,8,Wednesday,multan,onion,248,69.17,76.23,20,69.17,76.23,72.7,7.06,35.81,1.42,hot,9.5,unknown,88.5,77.81,-6.05,retail,low,high,unknown,30.16,71.52,autumn,below_fair_price,normal
9/8/2021,2021,9,September,8,Wednesday,multan,tomato,mul_tom_20210908,88.54,97.57,20,88.54,97.57,93.055,9.03,38.56,0,hot,9.5,petrol,82.64,99.15,16.51,middleman_market,unknown,low,small_farmer,25.83,69.64,autumn,below_fair_price,normal
9/9/2021,2021,9,September,9,Thursday,islamabad,potato,772,48.44,53.39,10,48.44,53.39,50.915,4.95,26.29,1.42,rainy,9.5,unknown,88.5,61.99,-6.05,local_market,low,unknown,retailer,34.82,68.4,autumn,above_fair_price,normal
9/9/2021,2021,9,September,9,Thursday,islamabad,rice,718,155.29,171.13,5,155.29,171.13,163.21,15.84,26.29,1.42,rainy,9.5,unknown,154.66,172,17.34,farmer_market,unknown,unknown,wholesaler,26.12,73.69,autumn,above_fair_price,normal
9/9/2021,2021,9,September,9,Thursday,karachi,potato,kar_pot_20210909,51.37,56.62,5,51.37,56.62,53.995,5.25,28.03,1.42,normal,9.5,unknown,46.48,67.19,20.71,middleman_market,low,high,unknown,24.86,71.39,autumn,above_fair_price,normal
9/9/2021,2021,9,September,9,Thursday,karachi,wheat,kar_whe_20210909,105.7,116.49,20,105.7,116.49,111.095,10.79,28.11,1.42,normal,9.5,unknown,96.54,105.72,9.18,local_market,low,medium,unknown,24.86,71.41,autumn,below_fair_price,normal
9/9/2021,2021,9,September,9,Thursday,lahore,onion,lah_oni_20210909,65.55,72.24,20,65.55,72.24,68.895,6.69,30.21,1.42,rainy,9.5,cng,88.5,77.14,-6.05,cooperative,high,high,small_farmer,31.52,74.36,autumn,below_fair_price,normal
9/10/2021,2021,9,September,10,Friday,islamabad,tomato,135,91.63,100.98,25,91.63,100.98,96.305,9.35,26.47,1.42,rainy,9.5,unknown,88.29,105.15,16.86,farmer_market,high,high,unknown,31.7,73.05,autumn,below_fair_price,normal
9/10/2021,2021,9,September,10,Friday,karachi,rice,843,156.92,172.93,1,156.92,172.93,164.925,16.01,28.86,0.02,normal,9.5,unknown,153.31,178.1,24.79,cooperative,high,unknown,unknown,24.86,69.64,autumn,above_fair_price,capped
9/10/2021,2021,9,September,10,Friday,multan,onion,705,67.63,74.53,10,67.63,74.53,71.08,6.9,34.7,0.77,normal,9.5,unknown,66.42,81.52,15.1,cooperative,unknown,high,unknown,28.14,70.32,autumn,above_fair_price,normal
9/10/2021,2021,9,September,10,Friday,multan,wheat,324,109.12,120.25,100,109.12,120.25,114.685,11.13,34.7,0.77,normal,9.5,unknown,109.04,105.72,-3.32,cooperative,medium,high,cooperative,30.16,71.52,autumn,below_fair_price,normal
9/10/2021,2021,9,September,10,Friday,peshawar,tomato,867,133.63,147.27,10,133.63,147.27,140.45,13.64,25.95,1.42,normal,9.5,petrol,84.08,98.91,14.83,middleman_market,unknown,unknown,vendor,34.02,74.1,autumn,above_fair_price,normal
9/11/2021,2021,9,September,11,Saturday,islamabad,rice,243,151.25,166.69,20,151.25,166.69,158.97,15.44,25.17,0.16,normal,9.5,unknown,148.8,174.41,25.61,middleman_market,medium,unknown,cooperative,33.68,71.27,autumn,below_fair_price,normal
9/11/2021,2021,9,September,11,Saturday,lahore,rice,lah_ric_20210911,158.55,174.73,50,158.55,174.73,166.64,16.18,26.66,1.42,rainy,9.5,unknown,153.07,177.52,24.45,farmer_market,high,unknown,unknown,31.52,74.45,autumn,below_fair_price,normal
9/11/2021,2021,9,September,11,Saturday,multan,rice,mul_ric_20210911,149.54,164.8,100,149.54,164.8,157.17,15.26,33.57,0.61,normal,9.5,unknown,141.07,166.6,25.53,cooperative,high,medium,unknown,30.16,71.52,autumn,below_fair_price,normal
9/12/2021,2021,9,September,12,Sunday,karachi,potato,323,5.62,82.22,25,5.62,82.22,43.92,76.6,29.29,0.24,normal,9.5,unknown,44.54,56.23,11.69,wholesale,high,unknown,middleman,25.15,67,autumn,below_fair_price,normal
9/12/2021,2021,9,September,12,Sunday,lahore,wheat,982,109.63,120.82,25,109.63,120.82,115.225,11.19,27.69,1.42,normal,9.5,unknown,99.06,105.72,6.66,retail,unknown,unknown,unknown,35.74,74.36,autumn,below_fair_price,normal
9/13/2021,2021,9,September,13,Monday,islamabad,wheat,isl_whe_20210913,110.85,122.17,1,110.85,122.17,116.51,11.32,26.82,0.02,normal,9.5,unknown,108.4,127.13,18.73,cooperative,low,high,vendor,33.68,73.05,autumn,above_fair_price,capped
9/13/2021,2021,9,September,13,Monday,karachi,wheat,132,107.5,118.47,100,107.5,118.47,112.985,10.97,28.82,0.02,normal,9.5,diesel,88.5,105.72,17.22,retail,medium,medium,unknown,24.86,67,autumn,below_fair_price,normal
9/13/2021,2021,9,September,13,Monday,lahore,potato,215,51.72,57,50,51.72,57,54.36,5.28,28.46,0.91,normal,9.5,unknown,50.08,105.72,49.31,cooperative,low,high,vendor,31.52,73.86,autumn,below_fair_price,normal
9/13/2021,2021,9,September,13,Monday,multan,rice,613,170.72,209.47,100,170.72,209.47,190.095,38.75,33.55,0,normal,9.5,unknown,153.95,171.85,17.9,open_market,low,unknown,unknown,30.16,73.75,autumn,below_fair_price,normal
9/13/2021,2021,9,September,13,Monday,peshawar,potato,816,51.46,56.71,25,51.46,56.71,54.085,5.25,24.68,0.01,normal,9.5,unknown,34.77,57.74,22.97,farmer_market,low,high,unknown,28.98,71.52,autumn,below_fair_price,normal
9/13/2021,2021,9,September,13,Monday,peshawar,wheat,352,107.63,118.61,20,107.63,118.61,113.12,10.98,24.68,0.01,normal,9.5,unknown,106.92,121.44,14.52,wholesale,unknown,unknown,unknown,29.55,71.52,autumn,below_fair_price,normal
9/14/2021,2021,9,September,14,Tuesday,karachi,onion,kar_oni_20210914,70.11,77.27,10,70.11,77.27,73.69,7.16,30.68,0.4,normal,9.5,petrol,68.66,78.11,9.45,unknown,unknown,unknown,retailer,28.24,67,autumn,above_fair_price,normal
9/14/2021,2021,9,September,14,Tuesday,karachi,rice,165,153.26,168.89,5,153.26,168.89,161.075,15.63,30.68,0.4,normal,9.5,unknown,147.64,173.28,25.64,farmer_market,medium,low,cooperative,31.32,72.53,autumn,above_fair_price,normal
9/14/2021,2021,9,September,14,Tuesday,lahore,rice,lah_ric_20210914,160.98,177.41,20,160.98,177.41,169.195,16.43,28.95,0,normal,9.5,unknown,157.24,178.26,21.02,farmer_market,low,low,cooperative,34.91,63.11,autumn,below_fair_price,normal
9/14/2021,2021,9,September,14,Tuesday,lahore,tomato,715,91.93,101.31,5,91.93,101.31,96.62,9.38,28.95,0,normal,9.5,unknown,88.5,105.72,17.22,open_market,unknown,low,vendor,30.7,74.36,autumn,above_fair_price,normal
9/14/2021,2021,9,September,14,Tuesday,peshawar,rice,676,148.8,163.98,25,148.8,163.98,156.39,15.18,26.21,0,normal,9.5,unknown,142.51,168.02,25.51,middleman_market,medium,low,unknown,34.02,71.52,autumn,below_fair_price,normal
9/14/2021,2021,9,September,14,Tuesday,peshawar,tomato,874,90.42,99.65,100,90.42,99.65,95.035,9.23,26.21,0,normal,9.5,unknown,84.61,103.12,18.51,local_market,unknown,high,vendor,34.02,74.58,autumn,below_fair_price,normal
9/15/2021,2021,9,September,15,Wednesday,karachi,wheat,178,106.95,117.86,20,106.95,117.86,112.405,10.91,31.69,1.42,normal,9.5,petrol,105,124.12,19.12,wholesale,unknown,low,unknown,33.89,64.78,autumn,below_fair_price,normal
9/15/2021,2021,9,September,15,Wednesday,lahore,wheat,852,108.65,119.74,10,108.65,119.74,114.195,11.09,28.98,0.05,normal,9.5,unknown,100.63,105.72,5.09,unknown,medium,unknown,cooperative,31.52,62.52,autumn,above_fair_price,normal
9/15/2021,2021,9,September,15,Wednesday,multan,potato,662,48.75,53.72,100,48.75,53.72,51.235,4.97,34.63,0,normal,9.5,unknown,43.84,56.99,13.15,wholesale,unknown,low,unknown,30.16,63.61,autumn,below_fair_price,normal
9/15/2021,2021,9,September,15,Wednesday,multan,rice,647,157.44,173.5,5,157.44,173.5,165.47,16.06,34.63,0,normal,9.5,unknown,150.38,177.02,26.64,wholesale,unknown,low,unknown,28.69,71.52,autumn,above_fair_price,normal
9/15/2021,2021,9,September,15,Wednesday,multan,wheat,118,105.92,116.73,1,105.92,116.73,111.325,10.81,34.63,0,normal,9.5,unknown,99.83,122.3,22.47,open_market,medium,high,unknown,29.2,71.52,autumn,above_fair_price,capped
9/16/2021,2021,9,September,16,Thursday,islamabad,onion,601,63.87,70.39,10,63.87,70.39,67.13,6.52,27.03,0,normal,9.5,unknown,88.5,74.27,-6.05,wholesale,unknown,low,unknown,24.13,73.05,autumn,above_fair_price,normal
9/16/2021,2021,9,September,16,Thursday,karachi,rice,364,157.71,173.8,20,157.71,173.8,165.755,16.09,31.87,0.02,normal,9.5,unknown,151.37,176.1,24.73,retail,unknown,unknown,unknown,26.04,68.46,autumn,below_fair_price,normal
9/16/2021,2021,9,September,16,Thursday,karachi,tomato,510,93.55,146.12,10,93.55,146.12,119.835,52.57,31.87,0.86,normal,9.5,diesel,88.5,105.72,17.22,wholesale,high,unknown,unknown,35.37,67,autumn,above_fair_price,normal
9/16/2021,2021,9,September,16,Thursday,lahore,rice,lah_ric_20210916,154.3,170.04,20,154.3,170.04,162.17,15.74,29.75,0.12,normal,9.5,unknown,88.5,105.72,17.22,open_market,low,medium,unknown,31.52,74.36,autumn,below_fair_price,normal
9/16/2021,2021,9,September,16,Thursday,peshawar,tomato,679,93.21,102.72,1,93.21,102.72,97.965,9.51,26.68,0,normal,9.5,unknown,92.45,103.58,11.13,local_market,unknown,high,middleman,34.02,71.52,autumn,above_fair_price,capped
9/17/2021,2021,9,September,17,Friday,islamabad,potato,522,52.23,57.56,50,52.23,57.56,54.895,5.33,27.48,0.03,normal,9.5,diesel,51.97,58.6,6.63,middleman_market,high,high,wholesaler,33.68,61.88,autumn,below_fair_price,normal
9/17/2021,2021,9,September,17,Friday,islamabad,wheat,isl_whe_20210917,101.16,111.48,20,101.16,111.48,106.32,10.32,27.48,0.03,normal,9.5,unknown,100.13,113.26,13.13,unknown,unknown,medium,small_farmer,33.68,63.33,autumn,below_fair_price,normal
9/17/2021,2021,9,September,17,Friday,lahore,onion,189,66.26,73.02,50,66.26,73.02,69.64,6.76,29.29,1.42,normal,9.5,diesel,64.99,75.5,10.51,unknown,medium,unknown,unknown,33.46,74.36,autumn,below_fair_price,normal
9/17/2021,2021,9,September,17,Friday,lahore,potato,636,52.45,57.8,50,52.45,57.8,55.125,5.35,29.29,1.42,normal,9.5,unknown,51.9,61.01,9.11,farmer_market,high,low,unknown,31.52,69.52,autumn,below_fair_price,normal
9/17/2021,2021,9,September,17,Friday,lahore,wheat,949,106.24,117.09,20,106.24,117.09,111.665,10.85,29.29,1.42,normal,9.5,unknown,105.48,131.3,25.82,middleman_market,low,unknown,cooperative,36.71,74.36,autumn,below_fair_price,normal
9/17/2021,2021,9,September,17,Friday,peshawar,potato,636,50.16,55.27,1,50.16,55.27,52.715,5.11,26.25,0,normal,9.5,unknown,49.01,65.32,16.31,farmer_market,medium,unknown,unknown,34.02,71.52,autumn,above_fair_price,capped
9/17/2021,2021,9,September,17,Friday,peshawar,wheat,221,109.65,120.84,25,109.65,120.84,115.245,11.19,26.25,0.18,normal,9.5,petrol,106.89,105.72,-1.17,cooperative,high,medium,unknown,34.02,71.52,autumn,below_fair_price,normal
